"V1" "V2"
"1" -0.819810570038384 1.5878073885544
"2" 0.783481599334754 0.079329864050607
"3" 0.713507284019608 -1.23332670809486
"4" -1.28437655582679 -0.768944033302977
"5" -0.646380267517566 1.2998443179293
"6" -0.314098763228909 -1.26552298130463
"7" -0.401996674085611 0.0907219185803796
"8" -0.0432252549910896 1.54152554736227
"9" -1.73009730534949 -2.54209400568848
"10" -0.438632533368688 1.28307882030485
"11" 0.158726814473958 1.35278979787195
"12" -0.314560623626558 -0.932911173500641
"13" 0.0218762938154815 0.468629221075276
"14" -0.45610500234636 -0.72295240331704
"15" -0.208808510818378 -0.0540620174888519
"16" 0.0124966701525832 0.264008320471476
"17" 1.25706574013524 1.12517775593181
"18" 0.732861315610697 -2.48334771041168
"19" -1.09852784718314 0.0622206343569255
"20" -0.171522655785325 0.242774969704506
"21" -1.23754429119949 -0.241622393899083
"22" 1.01622119809243 0.493882128430531
"23" 1.52455489700622 -0.235237556536459
"24" 1.24265910063054 0.188421159857585
"25" -0.292671251379376 0.0707461134049303
"26" -1.83650088094497 -0.936455213786328
"27" -0.291473271684325 2.96453557800715
"28" 1.74639713738041 0.24417097398839
"29" -0.515926833099215 -1.24324100505256
"30" -0.773899274391024 1.70450018442174
"31" -0.921908250876315 -1.23226963846049
"32" -0.622139768484156 -0.116657931829381
"33" -0.516302826368359 1.16721421627782
"34" -0.114517010233351 -0.534362282219936
"35" 0.629283279217101 0.229863711458532
"36" -2.70692728948559 -1.85718384343435
"37" -1.6401335176298 0.996483981143177
"38" -1.29972847074453 0.915999160199393
"39" -0.0209776603788661 -0.496961032886175
"40" -1.79629572820934 -1.34659043687385
"41" -0.221461221330258 2.13050827808463
"42" -0.762273629733671 -0.856798888772425
"43" -1.08206875340734 -1.37325680426761
"44" -1.79248369609175 1.6613856962153
"45" -1.26428250691802 0.595545963574452
"46" 0.0398839992617031 -1.57875930007419
"47" 0.0508001380470511 0.412172702052601
"48" -0.235311532374734 1.01497949219576
"49" -0.0927801451144104 0.816189524657562
"50" 0.317512992358055 -0.159470034181973
"51" 1.24488409113528 0.302451898563468
"52" 0.098543705314853 0.864962241337519
"53" -1.20977216022793 0.442314477163923
"54" -1.32622629897492 -2.26932557157914
"55" 0.197239888704395 1.37405759137941
"56" 1.58675541179062 0.223290726009885
"57" 0.624083367522768 0.19506574639444
"58" 0.286146508538982 -0.324074072673206
"59" -0.832682153357263 -0.921141159538078
"60" 0.328405483014371 2.07939755088267
"61" 1.8349939168629 -0.893507493421986
"62" 1.51613511551515 -0.764642301343829
"63" 1.39766120364279 0.731055653915223
"64" 1.48513572749776 1.40126904767495
"65" -0.499768603997118 -2.82510179757707
"66" 0.595923998092072 1.3378912881731
"67" -1.35944485800612 1.66572108741289
"68" -0.23132910630759 -0.960633518032603
"69" -0.17120341383658 -0.0408837397762775
"70" -0.346981243008527 2.1753804712918
"71" 1.93595338339739 -2.45656204761878
"72" 0.688683316453261 -1.21700101945058
"73" 0.487456690666048 1.05245092671326
"74" 0.354189938653629 -0.430308219194723
"75" -1.6171366012058 0.014548122645294
"76" -0.497377819972642 1.02832903471717
"77" -1.45210891398391 -0.276064977475396
"78" -1.65652225827174 -2.38188208359618
"79" -0.277222125128174 0.303779194448911
"80" -0.716621390679754 1.95367829656866
"81" -2.40496151891516 -2.29042746811654
"82" 0.765274171331602 2.11825048434884
"83" 0.0651286565238887 0.83401959652016
"84" -0.454011755804646 0.73946491579685
"85" 2.29709769307141 -0.295022424225887
